CoflowID	Mapper	Reducer	DataSize(KB)	Starttime	Endtime	Interval
COFLOWID9	122	92	3068	1579778605.25	1579785240.15	6634.90933299
COFLOWID9	130	4	3068	1579778925.36	1579785255.75	6330.39191508
COFLOWID9	130	32	3068	1579778925.36	1579785255.75	6330.39194989
COFLOWID9	130	65	3068	1579778925.36	1579785255.76	6330.3998909
COFLOWID9	130	92	3068	1579778925.36	1579785255.76	6330.39990592
COFLOWID9	146	4	3068	1579778925.36	1579785259.73	6334.36790991
COFLOWID9	146	32	3068	1579778925.36	1579785259.73	6334.36792779
COFLOWID9	146	65	3068	1579778925.36	1579785259.73	6334.36793494
COFLOWID9	146	92	3068	1579778925.36	1579785259.73	6334.3679409
COFLOWID9	10	16	7160	1579778537.11	1579785592.72	7055.61588502
COFLOWID9	50	16	7160	1579778605.25	1579785597.66	6992.41595602
COFLOWID9	58	16	7160	1579778605.25	1579785598.43	6993.18794703
COFLOWID9	74	16	7160	1579778605.25	1579785599.23	6993.98797417
COFLOWID9	122	16	7160	1579778605.25	1579785599.87	6994.62393308
COFLOWID9	130	16	7160	1579778925.36	1579785602.2	6676.83991003
COFLOWID9	146	16	7160	1579778925.36	1579785602.99	6677.62795496
COFLOWID4	2	3	12275	1579778482.1	1579805998.89	27516.7840061
COFLOWID4	2	6	12275	1579778482.1	1579805998.89	27516.7840281
COFLOWID4	2	9	12275	1579778482.1	1579805998.89	27516.7840321
COFLOWID4	2	19	12275	1579778482.1	1579805998.89	27516.7840362
COFLOWID4	2	24	12275	1579778482.1	1579805998.89	27516.78404
COFLOWID4	2	26	12275	1579778482.1	1579805998.89	27516.784044
COFLOWID4	2	32	12275	1579778482.1	1579805998.89	27516.7840471
COFLOWID4	2	35	12275	1579778482.1	1579805998.89	27516.78405
COFLOWID4	2	44	12275	1579778482.1	1579805998.89	27516.784054
COFLOWID4	2	47	12275	1579778482.1	1579805998.89	27516.7840571
COFLOWID4	2	59	12275	1579778482.1	1579805998.89	27516.784061
COFLOWID4	2	62	12275	1579778482.1	1579805998.89	27516.7840641
COFLOWID4	2	66	12275	1579778482.1	1579805998.89	27516.7840681
COFLOWID4	2	71	12275	1579778482.1	1579805998.89	27516.784071
COFLOWID4	2	78	12275	1579778482.1	1579805998.89	27516.7840741
COFLOWID4	2	90	12275	1579778482.1	1579805998.89	27516.7840781
COFLOWID4	2	91	12275	1579778482.1	1579805998.89	27516.784081
COFLOWID4	2	100	12275	1579778482.1	1579805998.89	27516.784085
COFLOWID4	2	102	12275	1579778482.1	1579805998.89	27516.7840881
COFLOWID4	2	103	12275	1579778482.1	1579805998.89	27516.7840922
COFLOWID4	2	105	12275	1579778482.1	1579805998.89	27516.784095
COFLOWID4	2	120	12275	1579778482.1	1579805998.89	27516.7840991
COFLOWID4	2	123	12275	1579778482.1	1579805998.89	27516.784102
COFLOWID4	2	127	12275	1579778482.1	1579805998.89	27516.7841051
COFLOWID4	2	128	12275	1579778482.1	1579805998.89	27516.7841091
COFLOWID4	2	132	12275	1579778482.1	1579805998.89	27516.784112
COFLOWID4	2	134	12275	1579778482.1	1579805998.89	27516.784116
COFLOWID4	2	140	12275	1579778482.1	1579805998.89	27516.7841191
COFLOWID4	2	144	12275	1579778482.1	1579805998.89	27516.784122
COFLOWID4	2	146	12275	1579778482.1	1579805998.89	27516.784126
COFLOWID4	2	147	12275	1579778482.1	1579805998.89	27516.7841291
COFLOWID4	2	148	12275	1579778482.1	1579805998.89	27516.784132
COFLOWID4	34	3	12275	1579778572.76	1579806133.63	27560.87204
COFLOWID4	34	6	12275	1579778572.76	1579806133.63	27560.8720601
COFLOWID4	34	9	12275	1579778572.76	1579806133.63	27560.8720639
COFLOWID4	34	19	12275	1579778572.76	1579806133.63	27560.8720679
COFLOWID4	34	24	12275	1579778572.76	1579806133.63	27560.872071
COFLOWID4	34	26	12275	1579778572.76	1579806133.63	27560.8720748
COFLOWID4	34	32	12275	1579778572.76	1579806133.63	27560.8720779
COFLOWID4	34	35	12275	1579778572.76	1579806133.63	27560.872082
COFLOWID4	34	44	12275	1579778572.76	1579806133.63	27560.8720849
COFLOWID4	34	47	12275	1579778572.76	1579806133.63	27560.8720889
COFLOWID4	34	59	12275	1579778572.76	1579806133.63	27560.872092
COFLOWID4	34	62	12275	1579778572.76	1579806133.63	27560.8720949
COFLOWID4	34	66	12275	1579778572.76	1579806133.63	27560.8720989
COFLOWID4	34	71	12275	1579778572.76	1579806133.63	27560.872102
COFLOWID4	34	78	12275	1579778572.76	1579806133.63	27560.8721049
COFLOWID4	34	90	12275	1579778572.76	1579806133.63	27560.8721089
COFLOWID4	34	91	12275	1579778572.76	1579806133.63	27560.872112
COFLOWID4	34	100	12275	1579778572.76	1579806133.63	27560.872134
COFLOWID4	34	102	12275	1579778572.76	1579806133.63	27560.872138
COFLOWID4	34	103	12275	1579778572.76	1579806133.63	27560.8721418
COFLOWID4	34	105	12275	1579778572.76	1579806133.63	27560.8721449
COFLOWID4	34	120	12275	1579778572.76	1579806133.63	27560.872149
COFLOWID4	34	123	12275	1579778572.76	1579806133.63	27560.8721519
COFLOWID4	34	127	12275	1579778572.76	1579806133.63	27560.8721559
COFLOWID4	34	128	12275	1579778572.76	1579806133.63	27560.872159
COFLOWID4	34	132	12275	1579778572.76	1579806133.63	27560.8721619
COFLOWID4	34	134	12275	1579778572.76	1579806133.63	27560.8721659
COFLOWID4	34	140	12275	1579778572.76	1579806133.63	27560.872169
COFLOWID4	34	144	12275	1579778572.76	1579806133.63	27560.8721719
COFLOWID4	34	146	12275	1579778572.76	1579806133.63	27560.872175
COFLOWID4	34	147	12275	1579778572.76	1579806133.63	27560.872179
COFLOWID4	34	148	12275	1579778572.76	1579806133.63	27560.8721819
COFLOWID4	90	3	12275	1579778572.76	1579806162.58	27589.8200209
COFLOWID4	90	6	12275	1579778572.76	1579806162.58	27589.8200588
COFLOWID4	90	9	12275	1579778572.76	1579806162.58	27589.820066
COFLOWID4	90	19	12275	1579778572.76	1579806162.58	27589.8200719
COFLOWID4	90	24	12275	1579778572.76	1579806162.58	27589.8200788
COFLOWID4	90	26	12275	1579778572.76	1579806162.58	27589.8200848
COFLOWID4	90	32	12275	1579778572.76	1579806162.58	27589.8200908
COFLOWID4	90	35	12275	1579778572.76	1579806162.58	27589.8200958
COFLOWID4	90	44	12275	1579778572.76	1579806162.58	27589.8201008
COFLOWID4	90	47	12275	1579778572.76	1579806162.58	27589.820107
COFLOWID4	90	59	12275	1579778572.76	1579806162.58	27589.8201129
COFLOWID4	90	62	12275	1579778572.76	1579806162.58	27589.8201189
COFLOWID4	90	66	12275	1579778572.76	1579806162.58	27589.8201249
COFLOWID4	90	71	12275	1579778572.76	1579806162.58	27589.8201318
COFLOWID4	90	78	12275	1579778572.76	1579806162.58	27589.820138
COFLOWID4	90	90	12275	1579778572.76	1579806162.58	27589.8201439
COFLOWID4	90	91	12275	1579778572.76	1579806162.58	27589.8201509
COFLOWID4	90	100	12275	1579778572.76	1579806162.58	27589.8201559
COFLOWID4	90	102	12275	1579778572.76	1579806162.58	27589.8201618
COFLOWID4	90	103	12275	1579778572.76	1579806162.58	27589.820169
COFLOWID4	90	105	12275	1579778572.76	1579806162.58	27589.8201749
COFLOWID4	90	120	12275	1579778572.76	1579806162.58	27589.8201799
COFLOWID4	90	123	12275	1579778572.76	1579806162.58	27589.8201869
COFLOWID4	90	127	12275	1579778572.76	1579806162.58	27589.8201919
COFLOWID4	90	128	12275	1579778572.76	1579806162.58	27589.8201978
COFLOWID4	90	132	12275	1579778572.76	1579806162.58	27589.820205
COFLOWID4	90	134	12275	1579778572.76	1579806162.58	27589.8202109
COFLOWID4	90	140	12275	1579778572.76	1579806162.58	27589.8202169
COFLOWID4	90	144	12275	1579778572.76	1579806162.58	27589.8202229
COFLOWID4	90	146	12275	1579778572.76	1579806162.58	27589.8202288
COFLOWID4	90	147	12275	1579778572.76	1579806162.58	27589.8202338
COFLOWID4	90	148	12275	1579778572.76	1579806162.58	27589.8202398
COFLOWID4	98	3	12275	1579778572.76	1579806190.99	27618.2280011
COFLOWID4	98	6	12275	1579778572.76	1579806190.99	27618.2280281
COFLOWID4	98	9	12275	1579778572.76	1579806190.99	27618.228035
COFLOWID4	98	19	12275	1579778572.76	1579806190.99	27618.2280421
COFLOWID4	98	24	12275	1579778572.76	1579806190.99	27618.228049
COFLOWID4	98	26	12275	1579778572.76	1579806190.99	27618.228055
COFLOWID4	98	32	12275	1579778572.76	1579806190.99	27618.228061
COFLOWID4	98	35	12275	1579778572.76	1579806190.99	27618.2280681
COFLOWID4	98	44	12275	1579778572.76	1579806190.99	27618.2280741
COFLOWID4	98	47	12275	1579778572.76	1579806190.99	27618.22808
COFLOWID4	98	59	12275	1579778572.76	1579806190.99	27618.2280869
COFLOWID4	98	62	12275	1579778572.76	1579806190.99	27618.2280929
COFLOWID4	98	66	12275	1579778572.76	1579806190.99	27618.2280991
COFLOWID4	98	71	12275	1579778572.76	1579806190.99	27618.228106
COFLOWID4	98	78	12275	1579778572.76	1579806190.99	27618.228112
COFLOWID4	98	90	12275	1579778572.76	1579806190.99	27618.2281191
COFLOWID4	98	91	12275	1579778572.76	1579806190.99	27618.2281251
COFLOWID4	98	100	12275	1579778572.76	1579806190.99	27618.2281551
COFLOWID4	98	102	12275	1579778572.76	1579806190.99	27618.2281621
COFLOWID4	98	103	12275	1579778572.76	1579806190.99	27618.228169
COFLOWID4	98	105	12275	1579778572.76	1579806190.99	27618.2281749
COFLOWID4	98	120	12275	1579778572.76	1579806190.99	27618.2281811
COFLOWID4	98	123	12275	1579778572.76	1579806190.99	27618.228188
COFLOWID4	98	127	12275	1579778572.76	1579806190.99	27618.228194
COFLOWID4	98	128	12275	1579778572.76	1579806190.99	27618.2282009
COFLOWID4	98	132	12275	1579778572.76	1579806190.99	27618.2282071
COFLOWID4	98	134	12275	1579778572.76	1579806190.99	27618.2282131
COFLOWID4	98	140	12275	1579778572.76	1579806190.99	27618.228219
COFLOWID4	98	144	12275	1579778572.76	1579806190.99	27618.2282259
COFLOWID4	98	146	12275	1579778572.76	1579806190.99	27618.2282319
COFLOWID4	98	147	12275	1579778572.76	1579806190.99	27618.2282381
COFLOWID4	98	148	12275	1579778572.76	1579806190.99	27618.228245
COFLOWID4	2	29	13298	1579778482.1	1579807350.04	28867.9399741
COFLOWID4	2	33	13298	1579778482.1	1579807350.04	28867.9399931
COFLOWID4	2	37	13298	1579778482.1	1579807350.04	28867.939997
COFLOWID4	2	38	13298	1579778482.1	1579807350.04	28867.940001
COFLOWID4	2	40	13298	1579778482.1	1579807350.04	28867.9400041
COFLOWID4	2	46	13298	1579778482.1	1579807350.04	28867.9400082
COFLOWID4	2	68	13298	1579778482.1	1579807350.04	28867.940011
COFLOWID4	2	69	13298	1579778482.1	1579807350.04	28867.9400141
COFLOWID4	2	74	13298	1579778482.1	1579807350.04	28867.9400182
COFLOWID4	2	81	13298	1579778482.1	1579807350.04	28867.940021
COFLOWID4	34	29	13298	1579778572.76	1579807445.73	28872.9760079
COFLOWID4	34	33	13298	1579778572.76	1579807445.73	28872.9760289
COFLOWID4	34	37	13298	1579778572.76	1579807445.73	28872.976033
COFLOWID4	34	38	13298	1579778572.76	1579807445.73	28872.976037
COFLOWID4	34	40	13298	1579778572.76	1579807445.73	28872.9760399
COFLOWID4	34	46	13298	1579778572.76	1579807445.73	28872.976043
COFLOWID4	34	68	13298	1579778572.76	1579807445.73	28872.9760458
COFLOWID4	34	69	13298	1579778572.76	1579807445.73	28872.9760489
COFLOWID4	34	74	13298	1579778572.76	1579807445.73	28872.976052
COFLOWID4	34	81	13298	1579778572.76	1579807445.73	28872.9760549
COFLOWID4	90	29	13298	1579778572.76	1579807465.43	28892.6760068
COFLOWID4	90	33	13298	1579778572.76	1579807465.43	28892.676023
COFLOWID4	90	37	13298	1579778572.76	1579807465.43	28892.6760268
COFLOWID4	90	38	13298	1579778572.76	1579807465.43	28892.6760299
COFLOWID4	90	40	13298	1579778572.76	1579807465.43	28892.6760328
COFLOWID4	90	46	13298	1579778572.76	1579807465.43	28892.6760359
COFLOWID4	90	68	13298	1579778572.76	1579807465.43	28892.676039
COFLOWID4	90	69	13298	1579778572.76	1579807465.43	28892.6760418
COFLOWID4	90	74	13298	1579778572.76	1579807465.43	28892.6760449
COFLOWID4	90	81	13298	1579778572.76	1579807465.43	28892.6760478
COFLOWID4	98	29	13298	1579778572.76	1579807485.28	28912.5239921
COFLOWID4	98	33	13298	1579778572.76	1579807485.28	28912.524014
COFLOWID4	98	37	13298	1579778572.76	1579807485.28	28912.524018
COFLOWID4	98	38	13298	1579778572.76	1579807485.28	28912.5240209
COFLOWID4	98	40	13298	1579778572.76	1579807485.28	28912.524025
COFLOWID4	98	46	13298	1579778572.76	1579807485.28	28912.5240281
COFLOWID4	98	68	13298	1579778572.76	1579807485.28	28912.5240309
COFLOWID4	98	69	13298	1579778572.76	1579807485.28	28912.524034
COFLOWID4	98	74	13298	1579778572.76	1579807485.28	28912.5240371
COFLOWID4	98	81	13298	1579778572.76	1579807485.28	28912.52404
COFLOWID4	2	0	24550	1579778482.1	1579819147.31	40665.2039731
COFLOWID4	2	7	24550	1579778482.1	1579819147.31	40665.2039921
COFLOWID4	2	45	24550	1579778482.1	1579819147.31	40665.2039962
COFLOWID4	2	51	24550	1579778482.1	1579819147.31	40665.2040012
COFLOWID4	2	65	24550	1579778482.1	1579819147.31	40665.204004
COFLOWID4	2	67	24550	1579778482.1	1579819147.31	40665.2040071
COFLOWID4	2	70	24550	1579778482.1	1579819147.31	40665.20401
COFLOWID4	2	83	24550	1579778482.1	1579819147.31	40665.2040131
COFLOWID4	2	85	24550	1579778482.1	1579819147.31	40665.204016
COFLOWID4	2	86	24550	1579778482.1	1579819147.31	40665.2040191
COFLOWID4	2	89	24550	1579778482.1	1579819147.31	40665.204041
COFLOWID4	2	92	24550	1579778482.1	1579819147.31	40665.2040451
COFLOWID4	2	96	24550	1579778482.1	1579819147.31	40665.2040482
COFLOWID4	2	101	24550	1579778482.1	1579819147.31	40665.204051
COFLOWID4	2	108	24550	1579778482.1	1579819147.31	40665.2040541
COFLOWID4	2	112	24550	1579778482.1	1579819147.31	40665.204057
COFLOWID4	2	116	24550	1579778482.1	1579819147.31	40665.2040591
COFLOWID4	2	118	24550	1579778482.1	1579819147.31	40665.204062
COFLOWID4	2	124	24550	1579778482.1	1579819147.31	40665.2040651
COFLOWID4	2	130	24550	1579778482.1	1579819147.31	40665.2040682
COFLOWID4	2	133	24550	1579778482.1	1579819147.31	40665.204071
COFLOWID4	2	136	24550	1579778482.1	1579819147.31	40665.2040741
COFLOWID4	2	145	24550	1579778482.1	1579819147.31	40665.2040761
COFLOWID4	34	0	24550	1579778572.76	1579819226.05	40653.296001
COFLOWID4	34	7	24550	1579778572.76	1579819226.05	40653.2960238
COFLOWID4	34	45	24550	1579778572.76	1579819226.05	40653.2960279
COFLOWID4	34	51	24550	1579778572.76	1579819226.05	40653.296032
COFLOWID4	34	65	24550	1579778572.76	1579819226.05	40653.2960351
COFLOWID4	34	67	24550	1579778572.76	1579819226.05	40653.2960379
COFLOWID4	34	70	24550	1579778572.76	1579819226.05	40653.296041
COFLOWID4	34	83	24550	1579778572.76	1579819226.05	40653.2960439
COFLOWID4	34	85	24550	1579778572.76	1579819226.05	40653.296047
COFLOWID4	34	86	24550	1579778572.76	1579819226.05	40653.2960498
COFLOWID4	34	89	24550	1579778572.76	1579819226.05	40653.2960529
COFLOWID4	34	92	24550	1579778572.76	1579819226.05	40653.296056
COFLOWID4	34	96	24550	1579778572.76	1579819226.05	40653.2960589
COFLOWID4	34	101	24550	1579778572.76	1579819226.05	40653.296061
COFLOWID4	34	108	24550	1579778572.76	1579819226.05	40653.2960639
COFLOWID4	34	112	24550	1579778572.76	1579819226.05	40653.296067
COFLOWID4	34	116	24550	1579778572.76	1579819226.05	40653.2960699
COFLOWID4	34	118	24550	1579778572.76	1579819226.05	40653.296073
COFLOWID4	34	124	24550	1579778572.76	1579819226.05	40653.2960761
COFLOWID4	34	130	24550	1579778572.76	1579819226.05	40653.2960789
COFLOWID4	34	133	24550	1579778572.76	1579819226.05	40653.2960808
COFLOWID4	34	136	24550	1579778572.76	1579819226.05	40653.2960839
COFLOWID4	34	145	24550	1579778572.76	1579819226.05	40653.296087
COFLOWID4	90	0	24550	1579778572.76	1579819242.59	40669.835979
COFLOWID4	90	7	24550	1579778572.76	1579819242.59	40669.836
COFLOWID4	90	45	24550	1579778572.76	1579819242.59	40669.8360069
COFLOWID4	90	51	24550	1579778572.76	1579819242.59	40669.8360128
COFLOWID4	90	65	24550	1579778572.76	1579819242.59	40669.8360188
COFLOWID4	90	67	24550	1579778572.76	1579819242.59	40669.836025
COFLOWID4	90	70	24550	1579778572.76	1579819242.59	40669.836031
COFLOWID4	90	83	24550	1579778572.76	1579819242.59	40669.8360369
COFLOWID4	90	85	24550	1579778572.76	1579819242.59	40669.8360419
COFLOWID4	90	86	24550	1579778572.76	1579819242.59	40669.8360479
COFLOWID4	90	89	24550	1579778572.76	1579819242.59	40669.8360538
COFLOWID4	90	92	24550	1579778572.76	1579819242.59	40669.8360589
COFLOWID4	90	96	24550	1579778572.76	1579819242.59	40669.8360639
COFLOWID4	90	101	24550	1579778572.76	1579819242.59	40669.8360698
COFLOWID4	90	108	24550	1579778572.76	1579819242.59	40669.8360748
COFLOWID4	90	112	24550	1579778572.76	1579819242.59	40669.8360798
COFLOWID4	90	116	24550	1579778572.76	1579819242.59	40669.8360858
COFLOWID4	90	118	24550	1579778572.76	1579819242.59	40669.8360908
COFLOWID4	90	124	24550	1579778572.76	1579819242.59	40669.836097
COFLOWID4	90	130	24550	1579778572.76	1579819242.59	40669.8361018
COFLOWID4	90	133	24550	1579778572.76	1579819242.59	40669.836108
COFLOWID4	90	136	24550	1579778572.76	1579819242.59	40669.836113
COFLOWID4	90	145	24550	1579778572.76	1579819242.59	40669.836118
COFLOWID4	98	0	24550	1579778572.76	1579819258.99	40686.227998
COFLOWID4	98	7	24550	1579778572.76	1579819258.99	40686.2280161
COFLOWID4	98	45	24550	1579778572.76	1579819258.99	40686.2280209
COFLOWID4	98	51	24550	1579778572.76	1579819258.99	40686.228025
COFLOWID4	98	65	24550	1579778572.76	1579819258.99	40686.228029
COFLOWID4	98	67	24550	1579778572.76	1579819258.99	40686.228055
COFLOWID4	98	70	24550	1579778572.76	1579819258.99	40686.228066
COFLOWID4	98	83	24550	1579778572.76	1579819258.99	40686.2280719
COFLOWID4	98	85	24550	1579778572.76	1579819258.99	40686.2280781
COFLOWID4	98	86	24550	1579778572.76	1579819258.99	40686.2280841
COFLOWID4	98	89	24550	1579778572.76	1579819258.99	40686.2280891
COFLOWID4	98	92	24550	1579778572.76	1579819258.99	40686.2280941
COFLOWID4	98	96	24550	1579778572.76	1579819258.99	40686.2280991
COFLOWID4	98	101	24550	1579778572.76	1579819258.99	40686.2281051
COFLOWID4	98	108	24550	1579778572.76	1579819258.99	40686.228111
COFLOWID4	98	112	24550	1579778572.76	1579819258.99	40686.228116
COFLOWID4	98	116	24550	1579778572.76	1579819258.99	40686.228121
COFLOWID4	98	118	24550	1579778572.76	1579819258.99	40686.2281289
COFLOWID4	98	124	24550	1579778572.76	1579819258.99	40686.2281351
COFLOWID4	98	130	24550	1579778572.76	1579819258.99	40686.228142
COFLOWID4	98	133	24550	1579778572.76	1579819258.99	40686.228148
COFLOWID4	98	136	24550	1579778572.76	1579819258.99	40686.2281539
COFLOWID4	98	145	24550	1579778572.76	1579819258.99	40686.228159
COFLOWID4	2	5	25573	1579778482.1	1579819914.15	41432.047929
COFLOWID4	2	10	25573	1579778482.1	1579819914.15	41432.0479481
COFLOWID4	2	21	25573	1579778482.1	1579819914.15	41432.047951
COFLOWID4	2	31	25573	1579778482.1	1579819914.15	41432.047955
COFLOWID4	2	34	25573	1579778482.1	1579819914.15	41432.0479572
COFLOWID4	2	43	25573	1579778482.1	1579819914.15	41432.04796
COFLOWID4	2	49	25573	1579778482.1	1579819914.15	41432.0479631
COFLOWID4	2	53	25573	1579778482.1	1579819914.15	41432.047965
COFLOWID4	2	76	25573	1579778482.1	1579819914.15	41432.0479681
COFLOWID4	2	77	25573	1579778482.1	1579819914.15	41432.047971
COFLOWID4	34	5	25573	1579778572.76	1579819969.93	41397.1680219
COFLOWID4	34	10	25573	1579778572.76	1579819969.93	41397.16804
COFLOWID4	34	21	25573	1579778572.76	1579819969.93	41397.1680439
COFLOWID4	34	31	25573	1579778572.76	1579819969.93	41397.168047
COFLOWID4	34	34	25573	1579778572.76	1579819969.93	41397.1680501
COFLOWID4	34	43	25573	1579778572.76	1579819969.93	41397.1680529
COFLOWID4	34	49	25573	1579778572.76	1579819969.93	41397.168056
COFLOWID4	34	53	25573	1579778572.76	1579819969.93	41397.1680579
COFLOWID4	34	76	25573	1579778572.76	1579819969.93	41397.168061
COFLOWID4	34	77	25573	1579778572.76	1579819969.93	41397.1680639
COFLOWID4	90	5	25573	1579778572.76	1579819980.99	41408.2320118
COFLOWID4	90	10	25573	1579778572.76	1579819980.99	41408.2320268
COFLOWID4	90	21	25573	1579778572.76	1579819980.99	41408.2320309
COFLOWID4	90	31	25573	1579778572.76	1579819980.99	41408.2320328
COFLOWID4	90	34	25573	1579778572.76	1579819980.99	41408.2320359
COFLOWID4	90	43	25573	1579778572.76	1579819980.99	41408.232039
COFLOWID4	90	49	25573	1579778572.76	1579819980.99	41408.2320418
COFLOWID4	90	53	25573	1579778572.76	1579819980.99	41408.2320449
COFLOWID4	90	76	25573	1579778572.76	1579819980.99	41408.2320468
COFLOWID4	90	77	25573	1579778572.76	1579819980.99	41408.2320499
COFLOWID4	98	5	25573	1579778572.76	1579819992.53	41419.7760081
COFLOWID4	98	10	25573	1579778572.76	1579819992.53	41419.776027
COFLOWID4	98	21	25573	1579778572.76	1579819992.53	41419.776031
COFLOWID4	98	31	25573	1579778572.76	1579819992.53	41419.7760341
COFLOWID4	98	34	25573	1579778572.76	1579819992.53	41419.776037
COFLOWID4	98	43	25573	1579778572.76	1579819992.53	41419.7760401
COFLOWID4	98	49	25573	1579778572.76	1579819992.53	41419.776042
COFLOWID4	98	53	25573	1579778572.76	1579819992.53	41419.7760451
COFLOWID4	98	76	25573	1579778572.76	1579819992.53	41419.7760479
COFLOWID4	98	77	25573	1579778572.76	1579819992.53	41419.776051
COFLOWID4	2	1	36826	1579778482.1	1579826425.73	47943.623976
COFLOWID4	2	2	36826	1579778482.1	1579826425.73	47943.623996
COFLOWID4	2	4	36826	1579778482.1	1579826425.73	47943.624001
COFLOWID4	2	8	36826	1579778482.1	1579826425.73	47943.6240041
COFLOWID4	2	13	36826	1579778482.1	1579826425.73	47943.624006
COFLOWID4	2	15	36826	1579778482.1	1579826425.73	47943.6240091
COFLOWID4	2	23	36826	1579778482.1	1579826425.73	47943.624012
COFLOWID4	2	28	36826	1579778482.1	1579826425.73	47943.6240342
COFLOWID4	2	73	36826	1579778482.1	1579826425.73	47943.624037
COFLOWID4	2	84	36826	1579778482.1	1579826425.73	47943.6240401
COFLOWID4	2	93	36826	1579778482.1	1579826425.73	47943.624043
COFLOWID4	2	94	36826	1579778482.1	1579826425.73	47943.6240451
COFLOWID4	2	97	36826	1579778482.1	1579826425.73	47943.624047
COFLOWID4	2	98	36826	1579778482.1	1579826425.73	47943.6240501
COFLOWID4	2	99	36826	1579778482.1	1579826425.73	47943.624052
COFLOWID4	2	107	36826	1579778482.1	1579826425.73	47943.6240551
COFLOWID4	2	113	36826	1579778482.1	1579826425.73	47943.6240571
COFLOWID4	2	114	36826	1579778482.1	1579826425.73	47943.6240602
COFLOWID4	2	115	36826	1579778482.1	1579826425.73	47943.6240621
COFLOWID4	2	119	36826	1579778482.1	1579826425.73	47943.6240652
COFLOWID4	2	129	36826	1579778482.1	1579826425.73	47943.6240671
COFLOWID4	2	135	36826	1579778482.1	1579826425.73	47943.6240702
COFLOWID4	2	141	36826	1579778482.1	1579826425.73	47943.6240721
COFLOWID4	34	1	36826	1579778572.76	1579826466.91	47894.1479819
COFLOWID4	34	2	36826	1579778572.76	1579826466.91	47894.148006
COFLOWID4	34	4	36826	1579778572.76	1579826466.91	47894.1480119
COFLOWID4	34	8	36826	1579778572.76	1579826466.91	47894.1480169
COFLOWID4	34	13	36826	1579778572.76	1579826466.91	47894.1480219
COFLOWID4	34	15	36826	1579778572.76	1579826466.91	47894.1480279
COFLOWID4	34	23	36826	1579778572.76	1579826466.91	47894.1480329
COFLOWID4	34	28	36826	1579778572.76	1579826466.91	47894.148037
COFLOWID4	34	73	36826	1579778572.76	1579826466.91	47894.148042
COFLOWID4	34	84	36826	1579778572.76	1579826466.91	47894.148047
COFLOWID4	34	93	36826	1579778572.76	1579826466.91	47894.148051
COFLOWID4	34	94	36826	1579778572.76	1579826466.91	47894.148056
COFLOWID4	34	97	36826	1579778572.76	1579826466.91	47894.148061
COFLOWID4	34	98	36826	1579778572.76	1579826466.91	47894.1480649
COFLOWID4	34	99	36826	1579778572.76	1579826466.91	47894.1480699
COFLOWID4	34	107	36826	1579778572.76	1579826466.91	47894.1480739
COFLOWID4	34	113	36826	1579778572.76	1579826466.91	47894.1480789
COFLOWID4	34	114	36826	1579778572.76	1579826466.91	47894.148083
COFLOWID4	34	115	36826	1579778572.76	1579826466.91	47894.148088
COFLOWID4	34	119	36826	1579778572.76	1579826466.91	47894.148092
COFLOWID4	34	129	36826	1579778572.76	1579826466.91	47894.148097
COFLOWID4	34	135	36826	1579778572.76	1579826466.91	47894.148102
COFLOWID4	34	141	36826	1579778572.76	1579826466.91	47894.1481059
COFLOWID4	90	1	36826	1579778572.76	1579826476.09	47903.3359959
COFLOWID4	90	2	36826	1579778572.76	1579826476.09	47903.33601
COFLOWID4	90	4	36826	1579778572.76	1579826476.09	47903.3360138
COFLOWID4	90	8	36826	1579778572.76	1579826476.09	47903.3360169
COFLOWID4	90	13	36826	1579778572.76	1579826476.09	47903.33602
COFLOWID4	90	15	36826	1579778572.76	1579826476.09	47903.3360229
COFLOWID4	90	23	36826	1579778572.76	1579826476.09	47903.336026
COFLOWID4	90	28	36826	1579778572.76	1579826476.09	47903.3360279
COFLOWID4	90	73	36826	1579778572.76	1579826476.09	47903.336031
COFLOWID4	90	84	36826	1579778572.76	1579826476.09	47903.3360338
COFLOWID4	90	93	36826	1579778572.76	1579826476.09	47903.336036
COFLOWID4	90	94	36826	1579778572.76	1579826476.09	47903.3360388
COFLOWID4	90	97	36826	1579778572.76	1579826476.09	47903.336041
COFLOWID4	90	98	36826	1579778572.76	1579826476.09	47903.3360429
COFLOWID4	90	99	36826	1579778572.76	1579826476.09	47903.336046
COFLOWID4	90	107	36826	1579778572.76	1579826476.09	47903.3360479
COFLOWID4	90	113	36826	1579778572.76	1579826476.09	47903.336051
COFLOWID4	90	114	36826	1579778572.76	1579826476.09	47903.3360529
COFLOWID4	90	115	36826	1579778572.76	1579826476.09	47903.336056
COFLOWID4	90	119	36826	1579778572.76	1579826476.09	47903.3360579
COFLOWID4	90	129	36826	1579778572.76	1579826476.09	47903.336061
COFLOWID4	90	135	36826	1579778572.76	1579826476.09	47903.3360629
COFLOWID4	90	141	36826	1579778572.76	1579826476.09	47903.3360658
COFLOWID4	98	1	36826	1579778572.76	1579826485.37	47912.6080961
COFLOWID4	98	2	36826	1579778572.76	1579826485.37	47912.6081491
COFLOWID4	98	4	36826	1579778572.76	1579826485.37	47912.6081681
COFLOWID4	98	8	36826	1579778572.76	1579826485.37	47912.608254
COFLOWID4	98	13	36826	1579778572.76	1579826485.37	47912.6082711
COFLOWID4	98	15	36826	1579778572.76	1579826485.37	47912.6082859
